source_file,source_row_number,record_key,invalid_reasons,processed_at,raw_payment_id,raw_order_id,raw_payment_date,raw_amount,raw_currency,raw_status,raw_payment_method
payments_raw.csv,19,18,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,18,67,2026-03-19,106.56,eur,Refunded,PayPal
payments_raw.csv,20,19,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,19,223,2026-03-20,298.83,eur,Refunded,PayPal
payments_raw.csv,21,20,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,20,90,2026-03-21,685.99,eur,PAID,PayPal
payments_raw.csv,22,21,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,21,163,2026-03-22,201.64,EURO,Refunded,Cash
payments_raw.csv,23,22,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,22,55,2026-03-23,721.81,EURO,paid,Cash
payments_raw.csv,24,23,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,23,169,2026-03-24,633.96,EUR,PAID,PayPal
payments_raw.csv,25,24,order_id does not exist in trusted orders; amount must be greater than zero,2026-08-06T09:37:35.194035Z,24,16,2026-03-25,-22.19,EURO,FAILED,Card
payments_raw.csv,26,25,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,25,169,2026-03-26,455.72,EURO,paid,PayPal
payments_raw.csv,28,27,payment_date is invalid or missing,2026-08-06T09:37:35.194035Z,27,91,2026-99-01,570.32,eur,Refunded,Card
payments_raw.csv,30,29,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,29,221,2026-03-02,181.12,eur,paid,Cash
payments_raw.csv,31,30,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,30,73,2026-03-03,763.87,eur,FAILED,Card
payments_raw.csv,32,31,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,31,42,2026-03-04,271.91,EURO,Refunded,Cash
payments_raw.csv,33,32,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,32,149,2026-03-05,549.39,EURO,Refunded,Card
payments_raw.csv,35,34,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,34,176,2026-03-07,154.01,eur,FAILED,Card
payments_raw.csv,36,35,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,35,35,2026-03-08,645.97,eur,PAID,Cash
payments_raw.csv,39,38,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,38,230,2026-03-11,517.31,EURO,FAILED,Card
payments_raw.csv,40,39,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,39,10,2026-03-12,472.37,eur,PAID,Card
payments_raw.csv,41,40,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,40,179,2026-03-13,408.78,eur,paid,Card
payments_raw.csv,42,41,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,41,17,2026-03-14,585.52,EUR,FAILED,Card
payments_raw.csv,44,43,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,43,163,2026-03-16,12.03,eur,Refunded,PayPal
payments_raw.csv,45,44,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,44,215,2026-03-17,440.96,EUR,FAILED,Cash
payments_raw.csv,46,45,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,45,56,2026-03-18,766.22,EUR,FAILED,Card
payments_raw.csv,47,46,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,46,4,2026-03-19,587.8,Usd,Refunded,Cash
payments_raw.csv,48,47,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,47,131,2026-03-20,222.51,EUR,Refunded,Card
payments_raw.csv,49,48,order_id does not exist in trusted orders; amount must be greater than zero,2026-08-06T09:37:35.194035Z,48,3,2026-03-21,-332.42,Usd,FAILED,Cash
payments_raw.csv,50,49,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,49,141,2026-03-22,553.63,EURO,FAILED,Cash
payments_raw.csv,51,50,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,50,109,2026-03-23,555.33,Usd,paid,Cash
payments_raw.csv,52,51,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,51,100,2026-03-24,436.6,EURO,Refunded,Cash
payments_raw.csv,53,52,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,52,62,2026-03-25,706.53,eur,PAID,PayPal
payments_raw.csv,54,53,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,53,62,2026-03-26,405.83,Usd,paid,Card
payments_raw.csv,55,54,payment_date is invalid or missing,2026-08-06T09:37:35.194035Z,54,184,2026-99-01,534.11,EUR,PAID,Card
payments_raw.csv,56,54,order_id does not exist in trusted orders; duplicate payment_id '54',2026-08-06T09:37:35.194035Z,54,141,2026-03-28,330.6,Usd,paid,PayPal
payments_raw.csv,57,56,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,56,192,2026-03-01,259.34,EUR,paid,PayPal
payments_raw.csv,59,58,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,58,183,2026-03-03,635.18,EURO,FAILED,Card
payments_raw.csv,60,59,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,59,19,2026-03-04,320.88,Usd,FAILED,PayPal
payments_raw.csv,61,60,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,60,68,2026-03-05,639.88,eur,FAILED,Cash
payments_raw.csv,62,61,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,61,147,2026-03-06,687.59,Usd,paid,Card
payments_raw.csv,64,63,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,63,173,2026-03-08,426.7,Usd,Refunded,Card
payments_raw.csv,65,64,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,64,164,2026-03-09,130.44,EURO,Refunded,PayPal
payments_raw.csv,67,66,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,66,105,2026-03-11,667.38,EURO,PAID,Card
payments_raw.csv,68,67,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,67,94,2026-03-12,565.07,EURO,PAID,Cash
payments_raw.csv,70,69,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,69,178,2026-03-14,227.26,Usd,paid,Card
payments_raw.csv,71,70,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,70,195,2026-03-15,364.96,EURO,Refunded,PayPal
payments_raw.csv,72,71,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,71,126,2026-03-16,128.41,eur,FAILED,PayPal
payments_raw.csv,73,72,order_id does not exist in trusted orders; amount must be greater than zero,2026-08-06T09:37:35.194035Z,72,206,2026-03-17,-531.61,Usd,FAILED,Cash
payments_raw.csv,74,73,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,73,147,2026-03-18,209.76,eur,PAID,Cash
payments_raw.csv,76,75,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,75,62,2026-03-20,226.93,Usd,FAILED,Cash
payments_raw.csv,77,76,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,76,220,2026-03-21,668.97,EUR,paid,Card
payments_raw.csv,79,78,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,78,94,2026-03-23,737.21,EURO,paid,Card
payments_raw.csv,80,79,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,79,111,2026-03-24,572.9,Usd,paid,PayPal
payments_raw.csv,81,80,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,80,62,2026-03-25,489.88,Usd,FAILED,Cash
payments_raw.csv,82,81,order_id does not exist in trusted orders; payment_date is invalid or missing,2026-08-06T09:37:35.194035Z,81,219,2026-99-01,681.26,eur,Refunded,PayPal
payments_raw.csv,83,82,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,82,85,2026-03-27,468.37,EUR,Refunded,Card
payments_raw.csv,84,83,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,83,101,2026-03-28,73.15,EURO,paid,PayPal
payments_raw.csv,85,84,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,84,152,2026-03-01,337.62,EUR,PAID,PayPal
payments_raw.csv,87,86,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,86,102,2026-03-03,149.22,EUR,paid,Cash
payments_raw.csv,88,87,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,87,190,2026-03-04,116.87,EUR,Refunded,Card
payments_raw.csv,89,88,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,88,142,2026-03-05,327.33,EUR,FAILED,Cash
payments_raw.csv,90,89,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,89,24,2026-03-06,617.69,EURO,PAID,Card
payments_raw.csv,91,90,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,90,128,2026-03-07,679.83,EUR,PAID,Card
payments_raw.csv,92,91,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,91,15,2026-03-08,680.04,eur,paid,PayPal
payments_raw.csv,93,92,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,92,221,2026-03-09,167.87,Usd,paid,Card
payments_raw.csv,94,93,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,93,105,2026-03-10,444.8,EURO,Refunded,Card
payments_raw.csv,95,94,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,94,86,2026-03-11,698.83,eur,FAILED,Card
payments_raw.csv,97,96,order_id does not exist in trusted orders; amount must be greater than zero,2026-08-06T09:37:35.194035Z,96,99,2026-03-13,-420.81,EUR,FAILED,Cash
payments_raw.csv,98,97,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,97,131,2026-03-14,534.52,Usd,paid,Cash
payments_raw.csv,99,98,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,98,64,2026-03-15,548.04,Usd,FAILED,Cash
payments_raw.csv,100,99,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,99,52,2026-03-16,643.56,Usd,FAILED,Card
payments_raw.csv,101,100,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,100,169,2026-03-17,51.16,Usd,paid,Cash
payments_raw.csv,102,101,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,101,206,2026-03-18,570.8,eur,FAILED,Cash
payments_raw.csv,103,102,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,102,3,2026-03-19,168.21,EUR,FAILED,PayPal
payments_raw.csv,104,103,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,103,71,2026-03-20,63.44,Usd,PAID,Card
payments_raw.csv,105,104,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,104,182,2026-03-21,638.91,Usd,Refunded,Card
payments_raw.csv,107,106,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,106,47,2026-03-23,171.05,eur,PAID,Cash
payments_raw.csv,108,107,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,107,36,2026-03-24,687.92,EUR,PAID,Card
payments_raw.csv,109,108,order_id does not exist in trusted orders; payment_date is invalid or missing,2026-08-06T09:37:35.194035Z,108,4,2026-99-01,653.29,EURO,Refunded,PayPal
payments_raw.csv,111,109,order_id does not exist in trusted orders; duplicate payment_id '109',2026-08-06T09:37:35.194035Z,109,137,2026-03-27,579.14,Usd,Refunded,Card
payments_raw.csv,112,111,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,111,120,2026-03-28,125.16,eur,PAID,Card
payments_raw.csv,114,113,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,113,176,2026-03-02,530.52,Usd,paid,Cash
payments_raw.csv,116,115,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,115,224,2026-03-04,670.54,Usd,Refunded,PayPal
payments_raw.csv,117,116,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,116,67,2026-03-05,639.79,eur,FAILED,Cash
payments_raw.csv,118,117,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,117,205,2026-03-06,443.5,eur,Refunded,PayPal
payments_raw.csv,119,118,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,118,84,2026-03-07,784.28,EURO,PAID,Cash
payments_raw.csv,120,119,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,119,168,2026-03-08,133.23,Usd,Refunded,PayPal
payments_raw.csv,121,120,order_id does not exist in trusted orders; amount must be greater than zero,2026-08-06T09:37:35.194035Z,120,39,2026-03-09,-558.41,eur,paid,PayPal
payments_raw.csv,122,121,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,121,30,2026-03-10,155.32,Usd,paid,Card
payments_raw.csv,123,122,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,122,168,2026-03-11,664.51,EUR,Refunded,PayPal
payments_raw.csv,124,123,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,123,90,2026-03-12,425.81,Usd,paid,Card
payments_raw.csv,125,124,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,124,52,2026-03-13,602.79,EURO,PAID,Cash
payments_raw.csv,126,125,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,125,52,2026-03-14,231.2,Usd,PAID,Card
payments_raw.csv,127,126,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,126,9,2026-03-15,381.66,eur,FAILED,PayPal
payments_raw.csv,128,127,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,127,50,2026-03-16,483.05,EUR,FAILED,Card
payments_raw.csv,129,128,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,128,86,2026-03-17,528.66,EUR,Refunded,Cash
payments_raw.csv,130,129,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,129,191,2026-03-18,365.2,eur,FAILED,Cash
payments_raw.csv,132,131,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,131,153,2026-03-20,369.44,EUR,Refunded,Cash
payments_raw.csv,133,132,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,132,132,2026-03-21,374.5,EUR,PAID,PayPal
payments_raw.csv,134,133,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,133,148,2026-03-22,86.81,eur,paid,Cash
payments_raw.csv,135,134,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,134,44,2026-03-23,70.22,eur,FAILED,PayPal
payments_raw.csv,136,135,order_id does not exist in trusted orders; payment_date is invalid or missing,2026-08-06T09:37:35.194035Z,135,216,2026-99-01,753.82,Usd,PAID,PayPal
payments_raw.csv,137,136,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,136,39,2026-03-25,700.01,EURO,FAILED,Cash
payments_raw.csv,138,137,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,137,40,2026-03-26,84.27,eur,PAID,Cash
payments_raw.csv,139,138,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,138,120,2026-03-27,223.67,EUR,FAILED,Card
payments_raw.csv,140,139,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,139,94,2026-03-28,139.58,EUR,FAILED,Card
payments_raw.csv,141,140,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,140,62,2026-03-01,233.95,eur,Refunded,PayPal
payments_raw.csv,142,141,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,141,4,2026-03-02,698.51,eur,PAID,Card
payments_raw.csv,143,142,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,142,177,2026-03-03,755.22,EURO,Refunded,PayPal
payments_raw.csv,144,143,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,143,216,2026-03-04,191.12,eur,Refunded,Cash
payments_raw.csv,145,144,order_id does not exist in trusted orders; amount must be greater than zero,2026-08-06T09:37:35.194035Z,144,160,2026-03-05,-798.54,EURO,paid,PayPal
payments_raw.csv,147,146,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,146,211,2026-03-07,181.92,eur,PAID,Card
payments_raw.csv,149,148,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,148,88,2026-03-09,498.42,eur,FAILED,Card
payments_raw.csv,150,149,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,149,3,2026-03-10,650.34,EURO,Refunded,Cash
payments_raw.csv,151,150,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,150,9,2026-03-11,752.84,EURO,paid,Card
payments_raw.csv,152,151,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,151,39,2026-03-12,633.0,eur,Refunded,Cash
payments_raw.csv,154,153,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,153,203,2026-03-14,271.54,EUR,PAID,Cash
payments_raw.csv,156,155,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,155,217,2026-03-16,512.75,eur,PAID,Cash
payments_raw.csv,157,156,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,156,150,2026-03-17,631.43,EUR,FAILED,Card
payments_raw.csv,158,157,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,157,35,2026-03-18,644.64,EURO,paid,Cash
payments_raw.csv,159,158,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,158,191,2026-03-19,664.46,Usd,PAID,Cash
payments_raw.csv,160,159,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,159,99,2026-03-20,667.64,eur,paid,PayPal
payments_raw.csv,161,160,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,160,18,2026-03-21,629.7,Usd,PAID,Cash
payments_raw.csv,162,161,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,161,51,2026-03-22,603.07,eur,Refunded,PayPal
payments_raw.csv,163,162,order_id does not exist in trusted orders; payment_date is invalid or missing,2026-08-06T09:37:35.194035Z,162,148,2026-99-01,371.74,eur,paid,PayPal
payments_raw.csv,165,164,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,164,104,2026-03-25,636.98,Usd,paid,Card
payments_raw.csv,166,164,order_id does not exist in trusted orders; duplicate payment_id '164',2026-08-06T09:37:35.194035Z,164,203,2026-03-26,190.39,Usd,paid,Cash
payments_raw.csv,167,166,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,166,29,2026-03-27,13.55,EURO,PAID,Cash
payments_raw.csv,168,167,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,167,38,2026-03-28,340.74,Usd,paid,Cash
payments_raw.csv,169,168,order_id does not exist in trusted orders; amount must be greater than zero,2026-08-06T09:37:35.194035Z,168,101,2026-03-01,-440.87,EUR,FAILED,Cash
payments_raw.csv,170,169,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,169,23,2026-03-02,499.23,Usd,FAILED,Cash
payments_raw.csv,172,171,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,171,175,2026-03-04,647.63,EUR,Refunded,PayPal
payments_raw.csv,173,172,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,172,70,2026-03-05,42.8,eur,paid,Cash
payments_raw.csv,174,173,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,173,58,2026-03-06,766.59,Usd,Refunded,Cash
payments_raw.csv,175,174,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,174,128,2026-03-07,712.99,EURO,FAILED,Cash
payments_raw.csv,176,175,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,175,101,2026-03-08,765.07,eur,Refunded,PayPal
payments_raw.csv,178,177,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,177,174,2026-03-10,456.56,Usd,FAILED,Card
payments_raw.csv,182,181,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,181,168,2026-03-14,509.22,EURO,PAID,Cash
payments_raw.csv,183,182,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,182,225,2026-03-15,399.74,EUR,PAID,PayPal
payments_raw.csv,185,184,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,184,84,2026-03-17,713.98,EURO,PAID,Cash
payments_raw.csv,186,185,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,185,49,2026-03-18,118.22,Usd,Refunded,PayPal
payments_raw.csv,187,186,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,186,45,2026-03-19,735.22,EUR,paid,PayPal
payments_raw.csv,188,187,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,187,75,2026-03-20,475.76,Usd,Refunded,PayPal
payments_raw.csv,190,189,order_id does not exist in trusted orders; payment_date is invalid or missing,2026-08-06T09:37:35.194035Z,189,177,2026-99-01,515.15,EURO,FAILED,Cash
payments_raw.csv,191,190,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,190,204,2026-03-23,266.12,EURO,PAID,PayPal
payments_raw.csv,192,191,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,191,133,2026-03-24,284.32,eur,Refunded,Card
payments_raw.csv,193,192,order_id does not exist in trusted orders; amount must be greater than zero,2026-08-06T09:37:35.194035Z,192,14,2026-03-25,-138.1,eur,FAILED,PayPal
payments_raw.csv,194,193,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,193,178,2026-03-26,245.13,EURO,FAILED,Card
payments_raw.csv,196,195,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,195,175,2026-03-28,743.16,EURO,PAID,Cash
payments_raw.csv,197,196,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,196,204,2026-03-01,295.82,Usd,paid,Cash
payments_raw.csv,198,197,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,197,129,2026-03-02,220.81,eur,paid,Cash
payments_raw.csv,199,198,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,198,39,2026-03-03,513.32,Usd,PAID,Cash
payments_raw.csv,202,201,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,201,116,2026-03-06,682.62,EUR,FAILED,Card
payments_raw.csv,203,202,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,202,155,2026-03-07,42.65,Usd,FAILED,Cash
payments_raw.csv,204,203,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,203,225,2026-03-08,219.76,eur,PAID,PayPal
payments_raw.csv,205,204,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,204,79,2026-03-09,86.16,EURO,PAID,Card
payments_raw.csv,206,205,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,205,101,2026-03-10,519.37,EUR,paid,PayPal
payments_raw.csv,207,206,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,206,128,2026-03-11,672.97,EURO,paid,Cash
payments_raw.csv,208,207,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,207,137,2026-03-12,286.28,eur,Refunded,PayPal
payments_raw.csv,209,208,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,208,55,2026-03-13,421.74,Usd,Refunded,Cash
payments_raw.csv,210,209,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,209,129,2026-03-14,548.71,EURO,PAID,Card
payments_raw.csv,211,210,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,210,104,2026-03-15,683.03,eur,paid,Card
payments_raw.csv,212,211,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,211,39,2026-03-16,463.24,Usd,Refunded,Card
payments_raw.csv,213,212,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,212,230,2026-03-17,540.52,eur,PAID,Cash
payments_raw.csv,214,213,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,213,34,2026-03-18,720.06,EURO,FAILED,PayPal
payments_raw.csv,215,214,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,214,183,2026-03-19,566.25,EURO,FAILED,Card
payments_raw.csv,216,215,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,215,58,2026-03-20,619.5,Usd,Refunded,Cash
payments_raw.csv,217,216,payment_date is invalid or missing; amount must be greater than zero,2026-08-06T09:37:35.194035Z,216,6,2026-99-01,-84.13,EUR,FAILED,PayPal
payments_raw.csv,218,217,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,217,56,2026-03-22,418.64,EUR,FAILED,Card
payments_raw.csv,219,218,order_id does not exist in trusted orders,2026-08-06T09:37:35.194035Z,218,71,2026-03-23,371.61,eur,paid,PayPal
payments_raw.csv,221,219,order_id does not exist in trusted orders; duplicate payment_id '219',2026-08-06T09:37:35.194035Z,219,58,2026-03-25,663.64,EUR,paid,Cash
